time,total,car,bus,bike,truck,:middle_junction_11_1_queue,:middle_junction_11_2_queue,:middle_junction_16_1_queue,:middle_junction_16_2_queue,:middle_junction_1_1_queue,:middle_junction_1_2_queue,:middle_junction_6_1_queue,:middle_junction_6_2_queue,east_middle_road_1_queue,east_middle_road_2_queue,middle_east_road_1_queue,middle_east_road_2_queue,middle_north_road_1_queue,middle_north_road_2_queue,middle_south_road_1_queue,middle_south_road_2_queue,middle_west_road_1_queue,middle_west_road_2_queue,north_middle_road_1_queue,north_middle_road_2_queue,south_middle_road_1_queue,south_middle_road_2_queue,west_middle_road_1_queue,west_middle_road_2_queue,east_green,east_yellow,east_red,south_green,south_yellow,south_red,west_green,west_yellow,west_red,north_green,north_yellow,north_red
3850,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3860,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3870,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3880,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3890,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3900,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3910,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3920,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3930,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3940,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3950,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3960,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3970,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3980,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3990,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4000,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4010,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4020,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4030,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4040,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4050,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4060,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4070,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4080,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4090,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4100,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4110,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4120,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4130,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4140,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4150,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4160,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4170,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4180,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4190,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4200,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4210,13,2,2,9,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4220,12,2,2,8,0,0,0,0,0,0,0,0,0,34.81,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4230,12,2,2,8,0,0,0,0,0,0,0,0,0,34.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4240,12,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4250,12,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4260,13,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4270,12,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4280,12,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4290,13,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4300,12,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4310,11,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4320,12,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4330,11,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4340,12,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4350,11,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4360,11,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4370,10,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4380,12,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4390,9,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4400,11,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4410,10,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4420,11,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4430,10,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4440,10,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4450,10,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4460,9,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4470,9,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4480,8,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4490,8,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4500,8,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4510,7,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4520,7,0,0,6,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4530,7,0,0,5,2,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4540,6,0,0,5,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4550,6,0,0,5,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4560,6,0,0,6,0,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4570,6,0,0,6,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4580,6,0,0,6,0,0,0,0,0,0,0,0,0,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4590,7,1,0,6,0,0,0,0,0,0,0,0,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4600,7,1,0,6,0,0,0,0,0,0,0,0,0,0,15.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4610,7,1,0,6,0,0,0,0,0,0,0,0,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4620,7,1,0,6,0,0,0,0,0,0,0,0,0,0,19.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4630,7,1,0,6,0,0,0,0,0,0,0,0,0,0,24.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4640,7,1,0,6,0,0,0,0,0,0,0,0,0,0,24.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4650,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4660,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4670,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4680,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4690,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4700,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4710,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4720,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4730,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4740,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4750,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4760,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4770,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4780,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4790,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4800,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4810,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4820,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4830,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4840,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4850,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4860,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4870,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4880,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4890,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4900,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4910,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4920,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4930,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4940,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4950,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4960,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4970,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4980,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
4990,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5000,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5010,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5020,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5030,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5040,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5050,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5060,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5070,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5080,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5090,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5100,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5110,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5120,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5130,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5140,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5150,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5160,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5170,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5180,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5190,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5200,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5210,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5220,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5230,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5240,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5250,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5260,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
5270,7,1,0,6,0,0,0,0,0,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
