time,total,car,bus,bike,truck,:middle_junction_11_1_queue,:middle_junction_11_2_queue,:middle_junction_16_1_queue,:middle_junction_16_2_queue,:middle_junction_1_1_queue,:middle_junction_1_2_queue,:middle_junction_6_1_queue,:middle_junction_6_2_queue,east_middle_road_1_queue,east_middle_road_2_queue,middle_east_road_1_queue,middle_east_road_2_queue,middle_north_road_1_queue,middle_north_road_2_queue,middle_south_road_1_queue,middle_south_road_2_queue,middle_west_road_1_queue,middle_west_road_2_queue,north_middle_road_1_queue,north_middle_road_2_queue,south_middle_road_1_queue,south_middle_road_2_queue,west_middle_road_1_queue,west_middle_road_2_queue,east_green,east_yellow,east_red,south_green,south_yellow,south_red,west_green,west_yellow,west_red,north_green,north_yellow,north_red
2510,42,11,3,27,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,10.52,15.19,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2520,41,11,4,25,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,10.46,15.14,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2530,41,11,4,25,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,15.19,19.88,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2540,41,12,3,25,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.73,19.84,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2550,40,12,2,25,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.67,24.57,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2560,41,13,2,25,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.64,24.54,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2570,40,11,2,26,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.63,24.52,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2580,42,12,2,27,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.62,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2590,41,12,2,26,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2600,43,13,2,27,1,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2610,40,12,2,26,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2620,41,11,2,28,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2630,41,11,2,28,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2640,39,11,2,26,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2650,38,12,2,24,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2660,38,12,2,24,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2670,36,10,2,24,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2680,35,9,2,24,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2690,34,9,2,23,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2700,33,9,2,22,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2710,33,9,2,22,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2720,33,9,2,22,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2730,32,9,2,21,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2740,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2750,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2760,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2770,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2780,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2790,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2800,31,9,2,20,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2810,30,9,2,19,0,0,0,0,0,0,0,0,0,30.11,32.01,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2820,30,9,2,19,0,0,0,0,0,0,0,0,0,30.11,32.0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2830,29,9,2,18,0,0,0,0,0,0,0,0,0,30.11,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2840,29,9,2,18,0,0,0,0,0,0,0,0,0,30.11,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2850,29,9,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2860,30,9,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2870,30,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2880,29,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2890,29,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2900,29,8,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2910,29,9,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2920,28,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2930,29,7,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2940,29,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2950,29,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2960,29,7,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2970,28,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2980,28,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
2990,29,7,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3000,28,7,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3010,29,7,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3020,28,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3030,27,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3040,28,8,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3050,28,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3060,28,9,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3070,28,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3080,27,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3090,29,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3100,28,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3110,29,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3120,29,8,0,21,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3130,29,9,0,20,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3140,29,9,0,20,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3150,29,9,1,19,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,17.9,13.2,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3160,26,8,1,17,0,0,0,0,0,0,0,0,0,8.83,1.0,0,0,0,0,0,0,0,0,0,0,17.88,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3170,28,8,1,19,0,0,0,0,0,0,0,0,0,1.0,5.74,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3180,27,7,1,19,0,0,0,0,0,0,0,0,0,8.66,5.71,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3190,29,7,1,21,0,0,0,0,0,0,0,0,0,13.44,10.45,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3200,28,7,1,20,0,0,0,0,0,0,0,0,0,13.37,15.21,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3210,29,8,2,19,0,0,0,0,0,0,0,0,0,13.33,15.15,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3220,28,8,2,18,0,0,0,0,0,0,0,0,0,18.06,19.91,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3230,30,8,2,20,0,0,0,0,0,0,0,0,0,18.01,19.85,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3240,28,6,2,20,0,0,0,0,0,0,0,0,0,25.54,27.39,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3250,27,6,2,19,0,0,0,0,0,0,0,0,0,30.27,27.35,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3260,26,6,2,18,0,0,0,0,0,0,0,0,0,30.21,32.08,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3270,26,6,2,18,0,0,0,0,0,0,0,0,0,34.93,32.04,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3280,25,5,2,18,0,0,0,0,0,0,0,0,0,34.88,32.02,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3290,25,5,2,18,0,0,0,0,0,0,0,0,0,34.85,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3300,25,5,2,18,0,0,0,0,0,0,0,0,0,34.83,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3310,25,5,2,18,0,0,0,0,0,0,0,0,0,34.82,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3320,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3330,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3340,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3350,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3360,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3370,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3380,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3390,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3400,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3410,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3420,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3430,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3440,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3450,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3460,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3470,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3480,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3490,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3500,25,5,2,18,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.61,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3510,24,5,2,17,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,22.6,24.51,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3520,24,5,2,17,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3530,23,5,2,16,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3540,24,5,2,17,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3550,24,6,2,16,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3560,26,7,2,17,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3570,24,7,2,15,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3580,25,7,2,16,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3590,23,6,2,14,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3600,23,5,2,15,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3610,23,4,2,16,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3620,23,5,2,15,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3630,24,5,2,16,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3640,23,5,2,15,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3650,23,4,2,16,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3660,24,4,2,16,2,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3670,22,2,2,16,2,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3680,21,2,2,15,2,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3690,21,2,2,16,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3700,19,2,2,15,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3710,18,2,2,14,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3720,17,2,2,13,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3730,16,2,2,11,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3740,15,2,2,10,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3750,15,2,2,10,1,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3760,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3770,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3780,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3790,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3800,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3810,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3820,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3830,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
3840,14,2,2,10,0,0,0,0,0,0,0,0,0,34.81,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,1,10,0.5,1,10,0.5,1,10,0.5,1
